1.009999999999999787e+00 nan nan
3.009999999999999787e+00 nan nan
5.009999999999999787e+00 nan nan
7.009999999999999787e+00 nan nan
9.009999999999998010e+00 nan nan
1.100999999999999801e+01 nan nan
1.300999999999999801e+01 nan nan
1.500999999999999801e+01 nan nan
1.700999999999999801e+01 nan nan
1.900999999999999801e+01 nan nan
2.100999999999999801e+01 nan nan
2.300999999999999801e+01 nan nan
2.500999999999999801e+01 nan nan
2.700999999999999801e+01 2.309788440311692311e-17 5.962846688010744600e+01
2.900999999999999801e+01 nan nan
3.100999999999999801e+01 nan nan
3.300999999999999091e+01 nan nan
3.500999999999999091e+01 nan nan
3.700999999999999091e+01 nan nan
3.900999999999999091e+01 nan nan
4.100999999999999091e+01 nan nan
4.300999999999999091e+01 nan nan
4.500999999999999091e+01 nan nan
4.700999999999999091e+01 nan nan
4.900999999999999091e+01 nan nan
5.100999999999999091e+01 nan nan
5.300999999999999091e+01 nan nan
5.500999999999999091e+01 nan nan
5.700999999999999091e+01 nan nan
5.900999999999999091e+01 nan nan
6.100999999999999091e+01 4.757431211892980859e-17 1.434028847774906694e+02
6.300999999999999091e+01 nan nan
6.500999999999999091e+01 nan nan
6.700999999999999091e+01 nan nan
6.900999999999999091e+01 nan nan
7.100999999999999091e+01 nan nan
7.300999999999999091e+01 nan nan
7.500999999999999091e+01 nan nan
7.700999999999999091e+01 nan nan
7.900999999999999091e+01 nan nan
8.100999999999999091e+01 nan nan
8.300999999999999091e+01 nan nan
8.500999999999999091e+01 nan nan
8.700999999999999091e+01 nan nan
8.900999999999999091e+01 nan nan
9.100999999999999091e+01 nan nan
9.300999999999999091e+01 7.280208818692823203e-17 2.584376587259643543e+02
9.500999999999999091e+01 nan nan
9.700999999999999091e+01 nan nan
