  6557.5 0
  6560.  0.000561433437
  6582.5  0.00083919731
  6605.  0.00122670247
  6627.5  0.00183400966
  6650.  0.00299188867
  6672.5  0.00524530187
  6695.  0.00962498039
  6717.5  0.0176473875
  6740.  0.030860588
  6762.5  0.0520230159
  6785.  0.0883014128
  6807.5  0.151238248
  6830.  0.24674058
  6852.5  0.350805759
  6875.  0.429046929
  6897.5  0.469878525
  6920.  0.486136526
  6942.5  0.492585361
  6965.  0.493562549
  6987.5  0.49474299
  7010.  0.493514508
  7032.5  0.494693041
  7055.  0.492395014
  7077.5  0.489760995
  7100.  0.485257715
  7122.5  0.482307196
  7145.  0.479552865
  7167.5  0.477793574
  7190.  0.47520557
  7212.5  0.471250951
  7235.  0.467312604
  7257.5  0.462368906
  7280.  0.460067689
  7302.5  0.456256509
  7325.  0.454490125
  7347.5  0.451253682
  7370.  0.449277282
  7392.5  0.446193993
  7415.  0.444305271
  7437.5  0.440836042
  7460.  0.437633961
  7482.5  0.432373375
  7505.  0.426338017
  7527.5  0.421287388
  7550.  0.417033136
  7572.5  0.414309561
  7595.  0.412158102
  7617.5  0.410749435
  7640.  0.407682151
  7662.5  0.404834658
  7685.  0.399516851
  7707.5  0.395529151
  7730.  0.389415473
  7752.5  0.384608656
  7775.  0.378102094
  7797.5  0.372212082
  7820.  0.36660561
  7842.5  0.362776667
  7865.  0.359559476
  7887.5  0.357517391
  7910.  0.356015474
  7932.5  0.353108466
  7955.  0.350738227
  7977.5  0.345726967
  8000.  0.341693908
  8022.5  0.337435305
  8045.  0.333935708
  8067.5  0.329736769
  8090.  0.326324642
  8112.5  0.321638703
  8135.  0.317694485
  8157.5  0.313159645
  8180.  0.309251547
  8202.5  0.305575579
  8225.  0.301817745
  8247.5  0.2983253
  8270.  0.293059349
  8292.5  0.287015885
  8315.  0.279412448
  8337.5  0.27391389
  8360.  0.269905388
  8382.5  0.266568512
  8405.  0.248865396
  8427.5  0.20228073
  8450.  0.133182496
  8472.5  0.0737007707
  8495.  0.0378926098
  8517.5  0.0195527039
  8540.  0.0104812039
  8562.5  0.00584556535
  8585.  0.00337243453
  8607.5  0.00199812837
  8630.  0.00122274726
  8652.5  0.000758627546
  8675.  0.000488910882
  8697.5  0.000303543726
  8720.  0.000223764815
  8742.5  0.000146584585
  8750. 0

